load,pv
486.1901987,19.89903953
693.8778439,521.7222944
70.08699177,189.1928527
424.0312361,248.9556202
409.5273319,255.6772205
545.4471593,388.8835017
946.7888668,235.4132565
164.693765,286.7041559
349.6602316,365.8537936
63.05520218,309.9237847
277.3547371,128.0899754
695.8726636,256.4816078
146.0952319,392.3667934
242.6837308,505.9716828
458.0139146,177.9004695
292.3403851,498.2083912
334.8394208,338.6780209
575.6089897,350.0653918
741.5040491,502.0314086
782.6125016,556.510793
976.5003122,574.1276777
606.9077372,42.54211902
914.1765531,61.78213741
709.9885271,555.3161796
149.6433342,194.1356381
830.7078084,240.134998
983.3017859,106.4521094
787.8137461,320.1324269
922.7107333,140.7660384
240.4751423,48.49646559
125.5344866,151.5578306
461.3763652,434.873417
981.6803687,262.1519965
134.010518,396.4330956
240.8806341,217.3887748
559.9291409,5.660679049
499.4250293,444.5319529
384.9367765,178.0979882
760.5187194,315.8601312
189.1330366,533.663174
284.9856443,350.1219917
53.40716729,461.169884
286.2896495,146.8433102
885.8589927,161.1208988
953.5330826,198.3278704
353.1349401,307.8200736
802.04996,9.255331458
687.3082913,446.33774
830.1105371,343.5301005
541.5193044,347.6369462
236.3943263,226.2222394
127.1819645,182.5126832
780.258829,46.12568736
769.6382433,183.5825224
849.4006273,205.4418663
5.921464374,442.9844777
149.2947089,519.2271343
486.1920084,385.2032299
580.7574742,587.8124777
653.5700943,221.842159
120.155472,71.97274563
258.5212748,74.58735227
922.9208149,304.2950839
83.69299682,151.784544
230.7823796,378.5451507
50.32493482,436.5672826
712.7424706,181.7465881
800.7487023,165.9145651
437.8223619,519.8255665
990.2608706,27.53431209
741.7320484,241.4795205
766.0034454,95.63687235
725.9588998,555.7386545
299.6330312,511.869837
725.2767917,370.7255977
137.785038,335.3866641
378.0735753,592.2207264
880.9351624,476.3313068
188.0439054,580.9911639
87.34514893,54.32433482
208.5086558,533.0515312
241.2875338,119.0226528
249.0174341,497.6499989
515.807977,8.206082667
841.9451806,159.8867552
897.5549275,2.600556786
248.6464548,418.0688386
329.9060078,414.7402302
420.3911692,299.4618965
35.52170252,480.38127
200.1386257,113.6811696
398.4539959,286.149076
540.7969858,94.60256818
130.1974836,23.47307833
582.8307849,228.1419307
372.6564306,378.6640481
106.5578471,564.4635527
273.878458,520.9888962
924.9360018,32.79531714
239.1215592,279.8171118
613.2145024,411.3084847
386.552203,236.8931482
932.873486,32.85798558
446.4462254,296.3428882
355.7217907,155.4364154
580.851623,474.8317595
366.3562635,205.9594015
637.3664228,134.1031062
514.0623014,138.224845
328.9389936,411.3817852
290.6023342,527.6635282
312.0641626,255.54217
33.59073952,191.6193242
953.5236662,40.71809853
672.8442773,42.03714185
960.683194,245.5155754
689.8869926,232.9885513
628.4029029,252.2083118
292.0443201,501.283546
266.6206612,310.249599
732.3222863,314.5285461
329.7156097,80.04490694
411.5608688,82.12764255
339.1720528,11.78141787
847.0575245,409.1898579
307.412084,137.763052
355.2309516,506.1612282
950.0000734,582.5693147
260.8676639,536.1923852
44.71446984,215.8193944
19.79209014,319.4942048
70.08844669,28.75292095
62.41202012,392.4671012
2.814812886,478.9531631
597.8079593,551.3145643
890.0080572,409.5243498
577.4513126,79.46712404
926.0623653,577.4628113
341.1480432,284.1191911
577.9578758,112.2968726
70.05790587,35.97090154
301.3242605,184.875003
830.7886372,370.0511599
868.6379874,311.8298368
436.3662477,511.4372014
535.4210161,241.6402753
349.2236526,475.2749094
216.6454092,32.5120769
921.348476,173.6368596
573.2679383,285.0902272
119.5257791,182.8224979
946.6412505,533.7353874
345.5661852,90.28949914
795.8192314,19.09773223
618.9046873,361.9232876
397.452065,422.3062687
170.1966594,596.6132134
608.1743358,278.2602885
944.8946436,187.4224278
792.2631693,232.894481
53.5296204,593.9823004
876.4774758,394.5890732
204.322531,272.1116702
797.7405879,108.7002296
177.8926815,295.8447622
937.9209133,527.4294709
478.5334042,356.198262
414.4906901,407.9504067
50.26267678,76.8421903
768.1676469,14.70396124
822.1777462,430.4166389
18.10304719,529.5719446
592.9320021,170.4263029
504.9846221,28.4743592
609.1503973,95.42639377
905.1803479,23.99533676
490.999182,172.5094738
693.966727,438.7463743
682.1434426,290.0435688
371.9696553,545.0493262
282.9811141,535.3895641
591.7522024,596.6842455
988.9774017,547.02788
31.68191552,388.6379268
305.8269319,242.0683868
761.691522,379.1428068
500.5170869,321.3558364
702.0256798,478.6080153
614.6536833,222.064133
431.9117551,332.430902
294.3971596,244.774689
167.9413745,256.9249446
198.0092327,210.3007861
935.8107649,274.4575987
948.4573133,96.7638589
285.2104534,75.46272196
492.537766,355.9864204
328.5675073,402.4446713
270.6869935,159.92887
837.3835478,558.1984734
465.5221974,457.6707037
76.86055447,97.76786346
524.1712106,262.5766771
633.3397592,424.3324102
666.4078013,536.4183072
585.8608521,263.7113164
297.9269321,543.235256
228.1635073,227.5857631
77.84277285,567.3241082
906.0021137,463.3820146
998.9753222,560.5384246
463.4653956,188.0534031
660.8224215,179.7908605
230.7774824,344.5026814
301.3689053,0.606924591
285.5080738,590.126262
715.5339431,259.4074869
631.3972311,265.9837012
715.2385707,275.3633762
86.27539999,303.2348708
515.8930948,451.1553063
631.7898728,294.4050619
250.749606,506.0147644
776.5464568,150.814049
731.9984465,358.9525819
868.1496816,217.267955
673.2968771,509.1692714
614.2582802,580.0492471
736.4020707,367.187098
219.6043637,285.3372791
437.1322509,416.6793804
959.345487,33.07516037
280.503831,159.1401648
726.2987791,271.7928688
840.7097323,127.7803324
211.2954495,51.08947518
697.3147735,43.44018058
481.3867337,299.3646363
647.7638369,148.6415737
799.5485588,341.0993718
610.2517524,382.1669231
286.1477724,86.86763124
313.423163,13.02317532
48.20867168,120.7789118
155.4456454,124.0381415
510.3118195,521.6223211
145.9774563,405.9659519
789.2216796,465.0137139
293.9206829,510.2216947
662.269532,586.7832803
593.6601712,197.3223862
122.1762668,143.6882323
235.3166732,10.10823002
890.9057831,291.0442107
121.5961212,500.6383514
837.817128,16.25972571
163.9427372,257.684981
219.4692623,383.1613094
877.8757257,379.9359762
446.2893381,73.18778148
128.7773808,15.55205842
37.42172681,15.79074045
552.8451332,53.26804571
247.9576787,498.5070619
303.8869323,167.0532433
754.0963833,436.8609139
480.8385415,556.2930678
224.9210394,145.2483228
307.1504535,557.409724
933.4995274,549.2218794
48.27608983,445.9217296
281.2035173,310.8671062
751.2294018,312.9161199
439.5610834,568.4182733
861.5082472,314.1658904
405.7685045,586.6217055
995.8367646,358.5714942
362.3792536,25.32904614
189.4864219,586.9112325
126.4555727,209.2960418
424.2336166,565.0121221
86.22739835,339.926951
915.5387132,273.1592503
90.50754349,121.1479514
829.4942394,457.3016573
662.7113365,370.7298875
321.6810382,174.3295661
241.3174405,97.49869296
797.8876055,563.2453649
616.4374365,486.4053177
421.2071537,121.8608309
409.9231535,73.59536557
178.1860535,310.8855778
117.1253162,51.5366152
428.1870936,218.679112
483.5112667,239.005924
344.8460413,325.7742781
907.5548472,405.0880505
567.3663225,120.575753
400.9669324,190.64317
396.4561596,150.0031045
457.0084515,53.4525775
899.4183904,213.0742266
64.84897654,441.2788972
835.2502181,545.4282076
798.967675,444.3263063
235.8595103,122.9447574
875.0212406,541.1290009
486.9044562,390.7072383
637.0131911,95.9732859
631.9572333,76.27882039
731.8307854,471.5701327
662.6601379,218.3572694
45.54907729,436.1463866
359.271087,534.1344234
406.8609084,122.1383111
475.0591342,442.8451212
355.9014584,415.317428
505.107217,368.4033673
757.8158407,363.3286061
242.1922672,209.5678461
562.0054724,18.29066386
780.0377264,560.0167245
405.2763357,597.3235553
297.9750901,585.6149951
296.3902744,137.9025232
43.79432728,242.8981676
249.6253042,525.8270279
394.6436841,50.3877296
432.8470104,560.9555052
491.5583395,481.4140664
619.513289,306.7901671
282.5704501,379.7950531
568.7106473,459.4916165
713.4258065,98.75973938
216.0398356,258.4758833
997.035079,46.47430535
627.4478393,176.5304523
688.8334667,221.5041936
126.9713754,221.2934767
611.3671564,336.461549
147.7114732,183.7098004
250.4743063,333.0562104
746.4701111,341.6596795
242.0835112,589.987271
262.4777402,516.1922834
794.6670541,323.5730211
397.4556256,214.6969969
408.089246,327.8570822
142.7640286,556.7288567
803.720715,543.3722013
126.8736012,557.0587324
189.3319958,580.5398847
697.4142147,447.3652427
818.7876182,320.6472232
172.706717,44.49208627
195.5226837,236.1295142
840.7704118,342.0965951
630.1546952,216.1556807
886.1626169,201.960861
421.1791132,103.5838686
90.72107861,306.1313927
889.2279246,262.4198046
423.8310551,55.31824756
955.7193745,244.1051768
753.8562268,363.7734734
359.0453236,178.2128858
11.73634182,312.4517144
620.9431254,191.567933
144.5502947,241.4337819
159.9907252,583.3826018
203.1519789,464.2898256
567.2251511,54.0422007
727.3460316,443.3973921
671.2498371,519.2079697
100.4579541,599.8342512
164.9246431,482.0023303
406.8872332,247.9638099
648.4358296,93.90203991
823.1593494,336.1539966
696.6125321,18.57679798
156.0645687,550.5557787
715.8748624,566.1030473
708.1600045,390.242246
703.412578,138.3491426
875.767333,588.5997127
35.80497296,384.4105839
774.0530334,309.6585443
865.7258277,187.361234
766.7587588,294.8964158
564.2258547,429.0991771
888.7494298,463.1166489
677.2899372,550.480512
355.6211178,314.4217429
922.0679323,124.6465412
363.7032615,111.7339269
314.1228673,450.4426889
652.4767307,501.1558065
503.9107637,277.0423942
119.5630752,560.5414977
962.0557026,312.5947882
465.3118131,463.401595
848.448291,488.0176134
619.0980363,464.3406079
397.9341112,37.21831844
584.6283434,238.6618233
431.4941242,201.3926895
875.4632356,599.3422949
60.06442461,226.496346
591.2814518,70.93817532
476.6083066,3.069920411
857.5423638,169.9353663
899.0005307,352.9399994
434.0604545,522.4216511
280.2964663,223.7121098
687.0155546,218.7510651
403.315269,565.9128449
678.9409602,329.4784149
734.3121837,81.07201139
280.802747,392.5377808
56.2395027,321.1353445
48.46857454,398.6857659
254.9502763,357.4364492
476.4101667,97.72454009
10.33649849,520.9025735
863.3800403,398.4264261
728.2209626,297.3510049
739.8453972,203.5165395
664.7307912,114.3005085
786.9502457,371.7822716
30.99198241,69.17504024
385.3343653,21.81349299
485.5701882,538.3968634
800.4401093,513.710685
815.7331597,438.1943974
971.9531716,281.6686511
884.9326315,352.6415978
451.1297056,251.2488912
2.609367698,275.2874243
192.1607338,196.2694479
938.8830476,416.772678
730.9732431,241.6356761
821.0927321,131.2440885
82.42638173,215.9368178
241.9271447,50.91989973
348.696025,592.8080908
729.0546047,277.356459
207.9288037,95.40652946
682.5563728,490.5037969
540.9444809,427.3585001
587.1862391,554.2690837
931.1418857,113.1313853
121.6499022,167.9046199
120.4567721,208.5593445
151.1319868,503.4787038
702.6406519,568.2058024
907.7898292,235.9000703
535.2929188,448.2828511
39.01156013,32.34512516
949.1648013,224.566158
99.91421044,167.6319937
476.758457,564.8903358
644.6544984,541.0159062
769.7936499,345.7718976
213.0437497,220.746314
983.6270744,86.97804384
475.282724,343.8162787
275.0111513,68.50599229
93.42237661,378.2676324
248.9541322,169.1055686
296.7169396,313.5275973
75.40982354,214.1082295
863.6079201,545.0108119
708.5337259,131.8024166
478.5990524,375.7060215
655.621834,155.3837597
664.3516276,403.8928639
159.5378424,161.4821545
817.0395693,519.682297
382.6706989,368.1975106
490.773074,189.6981649
205.8129732,118.4871581
679.5081675,245.144026
327.6404377,514.5315031
921.1000792,390.1111511
780.2003384,17.58959239
970.6831114,121.7129506
165.7614361,460.2196564
907.343927,503.7609991
600.8594648,290.7409775
457.6733651,322.0350566
540.7148609,164.5835977
243.5241262,216.7439349
77.27547099,123.6436316
116.6329991,124.2959877
414.5434099,361.4626357
73.81340389,298.03623
238.9392413,283.1612841
352.5227472,139.2196963
673.7304294,459.8378705
555.5014821,141.87009
979.0848075,196.105661
788.2637777,122.3941855
958.7547241,370.6272312
802.0541523,414.4607926
110.9311046,373.7925403
332.1879553,367.2200705
442.3263551,453.7276411
811.7064767,169.8373326
209.5612058,4.325654691
207.2351829,509.6918122
455.0173261,532.1205268
173.037476,517.3064032
637.6155289,100.106399
387.6557175,153.1405108
987.2979374,334.4759215
940.2939874,576.5155491
149.4703493,587.4499039
193.9866572,174.2071403
465.1467575,572.8078979
901.4721047,391.9799645
384.9221379,97.50191509
867.5437345,141.2251097
617.800646,386.5757753
791.188369,314.7524595
627.3872412,75.42719097
539.0972945,428.6741627
549.4725691,9.794385309
402.3486599,11.96413717
800.6852145,303.4872032
481.077442,414.4444503
844.9555137,262.7236496
670.7427255,273.9390193
35.39636582,244.145636
650.8145658,488.2319599
470.1933282,256.610324
227.6436724,198.2251658
944.0601579,116.3934933
273.5213578,582.6456823
582.4505942,127.3302153
982.5331105,276.9595901
474.4330293,50.83510142
778.9474906,200.0774553
948.0811629,522.4812753
672.403704,201.2322904
577.2321192,170.3790997
544.8063374,106.4569098
719.1256669,168.9022368
171.2892124,591.8885606
887.6972799,420.8927917
136.6901628,441.6884926
594.5196518,238.8934465
99.05518244,242.0015414
387.0879164,106.0951327
692.5395493,561.4046006
841.1442364,351.1784774
730.0503007,268.4666007
178.6765577,193.9102302
101.9882623,298.4819841
213.1443362,566.617941
815.5981699,577.3300859
548.2151694,113.7873129
892.9841132,111.4713528
948.9661446,383.0257162
814.4380314,582.7266443
280.015391,197.6912439
584.392353,442.6119952
767.530076,12.93971054
327.7979878,275.4270368
548.6902385,403.3370878
290.952089,403.0989708
895.2418393,309.1336277
350.2140177,77.42985794
243.961168,146.6191175
361.2254862,483.090878
118.4529576,60.48864085
448.9701146,550.3737851
906.678574,272.4137886
707.1712875,441.2465315
169.1756908,424.8713154
181.7741109,384.740606
601.2780749,342.3195917
900.2300036,436.0137108
799.5898151,550.1343726
291.6105407,171.7938001
949.0338318,349.2631025
627.2514626,473.3877188
180.3912254,336.8675256
992.1129695,459.2841925
157.6903959,187.1202806
263.7533856,437.5381327
271.8839229,298.0829442
127.4731324,166.6581123
452.6853476,335.316829
531.6230056,97.86105084
253.1671735,524.701098
295.1215766,400.3852435
553.347807,223.6598527
634.7901698,260.6884835
738.6979055,327.2494143
221.0315108,286.5851015
292.4453684,594.7974251
106.3000575,186.1359092
502.1092349,167.1269197
418.9222031,233.8701638
831.155933,266.674883
312.8557266,37.24157137
620.5292584,393.8980051
49.02854821,185.7908613
851.3821381,261.4844097
723.1418662,251.8203792
39.48147355,163.7511785
634.2099971,493.4820318
342.3146357,6.55710734
760.8492373,471.7563495
967.1939153,336.5800482
97.3924582,538.0565089
833.0925771,566.5174811
788.3124851,449.0788021
727.2650193,222.2655141
756.4722055,100.2579463
571.5609514,75.30885989
781.3449598,88.40509217
757.8059107,381.6880951
504.1242476,25.48263881
689.898996,178.4483418
115.8624016,388.9224926
454.8853076,418.6955606
988.0374783,400.8454575
967.2745546,331.074172
919.6670527,493.8688984
491.5691155,70.15926691
860.9154464,486.7916315
125.020458,104.0821866
488.6892756,232.0980141
395.2930611,150.5952063
974.1117316,431.2969991
332.899442,11.95684301
103.1659318,544.5192254
663.6981498,586.3239318
478.7515892,263.9041588
690.5366434,202.2468945
924.2804751,365.8247984
164.1590193,33.37924163
808.1680913,366.5106888
180.5439699,583.9870939
504.8308055,372.7400924
171.3328611,454.3123557
28.40505406,376.873102
808.3868757,396.3332785
260.6271905,388.5657639
385.3366522,101.4253827
662.0053647,423.9447905
14.00595485,367.6963335
970.2319489,52.61195778
796.1009198,501.0762504
537.0179458,55.95739008
599.5062841,108.6890969
759.8948692,66.98690891
280.5659382,283.494006
967.101707,553.1809603
733.6764798,278.9415735
410.2035428,53.83057679
879.2793022,508.5820565
87.43153372,71.46927031
379.1618242,277.7571205
839.1030761,421.7260988
262.658471,163.1281689
433.1672694,35.63811209
945.5469046,536.4534671
225.6512995,450.722858
422.5751473,378.9517053
385.1082675,362.2716148
614.2185025,127.9234197
884.7827875,276.0938624
196.9372685,52.08727409
293.1524443,328.151913
841.0988946,596.8360206
687.5944228,400.706754
420.7387196,326.8029836
862.0611047,1.403424354
263.7335817,49.0453473
238.6141085,91.2446365
984.2489709,326.7827887
256.6860836,516.7388242
8.285205384,294.8855998
19.85419316,509.95974
371.2190782,576.1347515
975.6030423,183.2245568
81.88810251,323.4006605
971.4724306,51.56832725
115.7767819,53.59806272
663.89514,121.7331566
707.9842114,329.0188328
671.074203,25.74737272
465.9584978,470.7123843
336.8764448,515.1769723
746.7346615,209.808182
704.9460106,190.7369547
363.0221312,374.1662908
594.9572568,420.6790445
576.318453,27.17762545
287.1533209,394.8512561
148.4864564,352.1227066
474.2288766,71.55136279
657.1951,91.34532131
4.088764192,18.47448643
813.6758615,334.4159194
287.5731627,427.0620405
750.1059185,361.3473517
639.5663785,428.7474981
88.09760171,392.3020379
615.3866244,98.04655482
618.9514903,367.3005722
216.4567727,546.0081676
274.5401299,20.0916154
343.7990082,474.633305
502.2366122,448.4547563
381.7537816,111.6012571
160.2847356,109.8967803
642.7662561,1.038998271
485.9252909,564.1201427
878.8746113,445.6278066
796.2337827,182.5694421
554.9187394,140.7898412
355.1050298,482.0994522
186.5336628,510.9500812
462.7146651,73.5558696
628.018115,57.85418458
633.2800778,48.0146806
117.4908265,44.97277634
285.4837618,549.4480925
904.4446807,86.5059883
388.1405586,32.90384388
923.231989,334.6799551
143.0392896,398.353417
251.1342302,78.70480458
299.3755363,440.0302262
576.4114566,534.2425565
403.61969,157.861799
505.9014267,552.0321568
595.6907813,174.7323884
355.8387948,76.13658095
789.69941,207.2187798
26.02293147,104.4705742
355.8736489,477.4715159
20.58251572,14.64987837
645.8468402,297.919678
737.616639,511.2469203
288.9697367,512.7584755
348.4052908,543.8507275
402.4143292,588.9540182
795.892398,352.7924724
268.3616708,199.0352745
342.3890327,412.0305125
200.0825645,461.0466026
811.5492046,99.16787282
566.7144947,279.3229721
599.8919233,355.8687053
75.126191,463.8788724
6.172163478,360.4005357
848.8698091,65.15511086
440.2203836,24.47609036
667.4262174,303.2196227
904.8072778,378.7171382
431.2700132,119.0532326
465.8444251,122.134466
880.6607229,484.2991402
461.3882441,554.6928038
358.9398767,403.1707213
114.5130389,351.0716496
878.6430275,597.4748818
442.1542322,372.2473447
615.5834029,40.4104384
129.9520824,13.02782203
223.9030746,313.1991044
273.9590883,387.4750986
11.96148485,152.4063378
273.726636,597.933638
622.8079393,591.4983221
627.630029,181.1803176
94.8411314,104.0801126
79.51678035,318.9706064
416.2046369,270.1590857
653.5815468,310.0427802
184.045595,588.2641866
54.30588137,311.2555552
790.0303469,305.4612967
806.1784722,340.1655396
450.4227207,279.6412273
69.2067179,162.2916061
55.90612565,560.338839
213.4184299,409.8901955
273.0218257,494.7626083
927.9793334,169.563676
232.8735624,80.88743413
88.40387718,530.7569134
265.5698264,238.916512
944.2671908,140.7769598
723.3543388,566.6278899
105.9060274,197.3780768
518.0240459,73.32509215
598.5832959,72.63958355
50.55668175,200.1985025
778.2693923,429.721225
345.092101,155.1280938
664.3088434,151.8588129
739.2567712,346.6466635
824.9759057,47.75694702
992.015945,69.63290345
14.37113307,84.78763303
543.4983491,441.3130511
418.1667176,93.40156464
651.0445302,402.3919562
848.2687066,311.6811544
97.99591663,371.7567873
604.5510967,589.7390355
398.9231677,369.7518947
512.4387957,584.6498039
213.6664932,552.00386
366.2017785,377.5671485
104.9104566,492.675113
70.44254732,556.193293
930.5441611,536.1763926
945.8206845,403.579524
29.36375141,260.0543102
114.4369904,129.7568409
525.5900308,23.00219621
907.0439627,505.2480602
687.258439,566.3928455
571.0201914,456.2007857
673.5051847,248.5600142
30.39766403,456.2162692
658.7601658,407.183122
592.0288627,125.6118211
567.7013961,152.5060826
933.8641761,99.5986267
67.95202695,523.7269968
749.933458,323.3018635
588.9949976,272.6705745
70.0481796,539.0770287
646.668021,328.3853907
144.7471576,439.5053022
289.5363802,247.3069488
768.9557391,382.6436827
524.0289591,156.9226773
96.94225939,177.7951495
735.8136571,375.4549171
303.8894194,288.4830186
212.6972089,545.1782778
741.122918,416.5997331
176.6120782,594.040614
294.901199,293.8635484
305.8291123,508.1926886
708.8797967,348.3571063
610.4106297,77.25673804
79.79304548,422.8469541
403.3160462,303.1564696
989.841203,252.6887197
327.5394247,435.763314
31.80648326,261.0698892
120.72543,19.03631896
373.1131408,135.7658404
301.3277666,349.2533711
772.3663553,372.7910366
48.4350426,152.8878383
890.2007317,119.6599241
184.8129851,106.4623528
594.5869174,478.3280667
414.8556582,287.4512398
640.9885857,359.1170685
662.9669322,128.9071645
50.55968322,310.9842975
637.6720908,455.0594496
76.93386115,196.6471489
414.3518808,512.2566155
552.5804635,166.3665072
778.9530375,302.0354413
717.7154111,176.1050802
904.4264063,549.8485886
772.8166641,128.870024
38.48265476,596.2345766
612.0083861,468.3690096
985.2393155,223.103674
633.5228882,168.6844199
956.8209923,218.8122829
447.35318,89.52827362
34.94299702,336.1204448
83.57341372,432.0330095
758.3466446,584.4425948
599.7797872,110.3252467
277.4903251,272.2874931
121.6108245,216.3964019
998.1740449,16.51789059
141.9888078,485.0000377
596.9462598,293.7805588
685.3327432,493.5599681
339.7796968,477.5104662
570.9060916,150.2737539
591.9478779,92.25105379
162.0762515,413.530705
611.7502113,41.17786669
333.1349511,437.8394688
500.6204185,154.3950209
679.6654232,394.3529262
650.4903445,247.1632875
644.6499938,77.11696913
109.1936288,377.1343903
813.9948081,225.5616451
939.2479689,358.278207
990.9994249,296.24489
134.5072899,327.364968
792.3196924,449.8739377
967.8244392,422.1372878
980.6882851,141.6489319
876.3990879,595.6140815
192.2613481,419.6101997
771.8488774,572.0773318
421.7081013,307.840351
60.29332787,257.3244863
221.9235291,328.3603465
795.2922526,140.3432097
32.23394022,351.525065
174.8866859,257.6442885
820.5230864,337.4671013
773.1790696,58.02170066
350.4930076,31.88756461
101.7993923,56.5323737
107.9265231,508.3841408
842.2397975,594.4389959
89.16077479,218.5876011
442.7568658,482.4669763
823.4458074,79.45266311
635.9290945,341.7165283
700.4740372,280.8340941
958.9635694,214.0417402
703.5258847,253.9316963
630.6056841,328.9303429
271.5589425,436.7598608
506.7463393,72.31903139
246.1873681,537.6767042
355.5150437,86.47281748
423.0739936,183.0457871
66.86047685,287.7181994
108.3995747,487.098772
987.9357979,322.8059122
306.5322424,588.3993991
911.7537084,89.7796586
355.1614002,115.6110012
365.6003548,149.4194528
565.5107247,282.0908371
102.3617515,216.608609
882.2422308,525.9528618
92.35961213,39.39721913
860.8210139,568.5210852
364.4857375,300.3771173
637.095385,468.717674
548.8359749,58.37111892
739.9671502,419.6008156
711.3872074,574.438359
209.0546431,516.4178152
179.4329568,46.3303404
666.1495443,389.1787483
66.50843178,466.2196608
692.228802,215.7796954
216.7749639,238.7168074
630.3504055,455.0217376
894.1393898,233.6985372
674.9418747,43.4413395
233.6138223,339.1114889
800.0442557,185.7632569
953.158341,80.29370099
178.0236398,293.0965268
976.7062771,511.4935363
403.5899297,577.8729609
992.4705879,175.037846
71.17155783,568.0287174
256.5449088,134.6713991
55.01234284,363.3733316
796.1143087,280.2399012
603.6469668,250.3824487
554.0384713,496.8251007
943.6666095,24.77743866
352.5018605,452.1666222
363.4358992,48.03019087
774.3982754,173.3384196
234.8011443,508.0500287
537.8548439,33.51706058
669.9841233,577.6603195
23.77507355,302.0729063
276.6465728,239.3840118
401.3718162,589.8497277
83.1080166,82.86954642
262.736868,354.452741
496.8454429,322.2490971
594.7284182,352.679652
952.0564139,143.7214804
413.9350497,280.3846225
624.2878403,246.4558292
374.9060362,290.4086153
529.4251086,74.31364548
105.5607009,431.8582613
525.1473675,66.60784293
405.9529218,116.7408966
104.1448644,532.3408264
476.7146161,533.3505046
474.3458807,251.3437497
654.6791422,428.3203306
458.4772808,547.3737951
858.5613644,226.9504143
360.7514386,514.7947317
821.8797068,570.7455495
940.1045821,256.0826005
876.8688158,469.6764265
255.7747414,533.8289121
866.0084501,477.5033384
586.2326187,514.0574655
32.8028277,116.5150614
1.325374852,437.7861278
792.2425808,357.2404298
583.4537444,560.089771
306.3091921,105.3133701
765.0856692,567.6650261
969.5442477,426.1281427
724.9937096,304.0221416
508.1021299,14.81013311
710.9911627,395.7601192
774.069187,416.2785351
706.3833268,222.1471423
92.43252164,185.0994284
373.378653,226.8865606
